ccodecow,year,wdi_fossil,edgar_pm25,renew_output,wdi_co2,env_index_gls
100,2001,.7203089649115003,1.011502967040412,1.236154889670423,-.3801267075943685,.1531889298164692
100,2002,.672289856426,1.037751348147069,1.303880855962934,-.3971117803666213,.1790529458243475
100,2003,.6451974626183863,1.069338657316544,1.390248126717775,-.3865352034809936,.201247790100647
100,2004,.6716725986132909,.9894559495501299,1.397539727915272,-.4224246129115271,.2775685436272693
100,2005,.6993801169954506,1.005409053115785,1.435883177346834,-.3657029977417162,.2661169188185437
100,2006,.6815066755654883,.9967644139536986,1.352655729065384,-.3529487300677433,.2190011609829387
100,2007,.65735195858331,1.016950595668982,1.376257562022776,-.3664629353820298,.2229803959647358
100,2008,.6731222753106417,.9934831340201113,1.446014391781677,-.3164158964835028,.2602275419261988
100,2009,.7378409274827008,1.03246179230787,1.127250714881217,-.273582614607668,.0334131239047334
100,2010,.7280045840336731,1.00116940463909,.9925200980681234,-.2460288298715018,-.0328139826189115
100,2011,.6936999814335129,1.000728301854422,1.322915229578214,-.2538724039424686,.1597593966678073
100,2012,.6890167614472232,.9823951934512442,1.235686355859037,-.2309400816661987,.1135037842522134
100,2013,.7226983985114591,1.010056256653511,.7898824746326572,-.1318018919063577,-.2013692721122458
100,2014,.7205747053449966,1.065592801404205,.8904220101747883,-.1888283930522483,-.1606432881206338
100,2015,.7123197437081065,1.083895161392857,.7069232627387583,-.1370733671419272,-.3000549588868766
101,1970,1.194051475049395,.0245627903949387,1.18028126904432,.9006831576008342,.3266913427363111
101,1971,1.225599006638768,.0259489979582532,1.168003495250737,.7041551039670143,.3978251737593871
101,1972,1.208548634551307,.0472831054068361,1.187758607325363,.6766739334242695,.4045039803112294
101,1973,1.225800001783343,.0740475174998105,1.155668895300708,.7065433520984779,.3553325379034829
101,1974,1.225934770352131,.1544329785583382,1.113562318765915,.7950015029225762,.2382216368008142
101,1975,1.218700974914465,.1578240142159532,1.022746392527106,.6144581614617795,.2555639211498523
101,1976,1.204932187365278,.1798536276359582,1.05722822983903,.4904155553463996,.3088486306029088
101,1977,1.206233980700724,.1819930955398868,1.051310818866775,.5606302409716385,.2758971561280529
101,1978,1.21933610149794,.1862518873455997,1.04537856999973,.6035735818535052,.252567194226048
101,1979,1.210378751318747,.2110763985852742,1.043891993361256,.6786793452843434,.2037365335207376
101,1980,1.226469969060351,.232624700579269,.9830040286447668,.8141635651459727,.0995405880416939
101,1981,1.234727005229753,.2276801564033273,1.059025839556954,.8005569977204383,.1523827139140069
101,1982,1.225013154728086,.2430119982156508,.9432700780085415,.7900137749003299,.0788810934487172
101,1983,1.220873938425133,.2065621594043492,.9996530362042975,.7619439524228007,.1485153957569554
101,1984,1.202007273498554,.2127666881696113,1.001069063632316,.7384620939626575,.1538566191637053
101,1985,1.179247416463054,.2538868842344825,1.002618380231243,.7926631542009264,.103149365648784
101,1986,1.167298762682872,.286907628938858,.9787852229489367,.8429877257480397,.0454396108806793
101,1987,1.129320887393513,.2892527628314305,1.009298844401974,.8310513835866451,.0652421674868709
101,1988,1.103593375476772,.2835695516208636,1.033885269843332,.8501029727722668,.0752764813798329
101,1989,1.105083539586526,.3065940132091055,1.036198794994247,.764862170431057,.0941933983922795
101,1990,1.104048724793434,.2930627203294296,.8100741642945166,.8522121983517009,-.0609721093429694
101,1991,1.07018628225941,.2813821602593166,1.045150028124783,.7756750164034047,.1123246345669495
101,1992,1.08721824811546,.2768150875512694,1.038317481560113,.673450600392683,.1528701006862427
101,1993,1.067257732078033,.2827420506760621,.9893214738189647,.8041907378534137,.0678144128350502
101,1994,1.089529933975873,.2644127521817763,1.094672805840845,.8255391072013768,.1334394612022301
101,1995,1.069047657021729,.2914329932829747,1.037081952560357,.830022557472715,.0787552879882524
101,1996,1.075337390206472,.300314567363599,1.072013464901604,.7319882083137509,.1317615046940604
101,1997,1.056861771672794,.3326154209786402,1.134508043338498,.7958096594394486,.1186444694551658
101,1998,1.068516975353245,.3535344069845538,1.082586929676394,.9921172114547726,-.0043387751484909
101,1999,1.040800808131559,.3404536762609257,1.187677784126586,1.006632900991178,.059026275213471
101,2000,1.038314523848021,.3883429221706115,1.145965690538891,.8642196614681414,.0575827848430581
101,2001,1.059687799908521,.4089708060065091,.9492112640814498,.9668493676655262,-.1107935824176446
101,2002,1.086419678938747,.3753192853083444,.8828593452233235,1.060473579524114,-.1616372900164829
101,2003,1.059071604191682,.3802104890879781,.9129181613433477,1.036651325582138,-.1389426515741869
101,2004,1.033596459246399,.429641274098352,1.068099134403939,.7908633595948649,.0124517500175826
101,2005,1.006051070157483,.4311008129692114,1.132348829519791,.8516685156101703,.023445041142661
101,2006,1.022608894585701,.4654273130430156,1.150456807850699,.8725856342888355,.0012641856582823
101,2007,.9912699731803433,.4593114883431871,1.115813399993127,.8087344720876106,.0105646555084704
101,2008,1.016430859221788,.4667258817708571,1.117931326397698,.8988969016362904,-.02900031463401
101,2009,1.020488465567489,.4657992097929872,1.091209017052981,.888308547913099,-.0393757373009258
101,2010,1.085295961329093,.4746208216724058,.9616139249527902,.9228277211659582,-.1325567151231492
101,2011,1.038440182445,.470993683019136,1.063045638497951,.8063250143409876,-.0261460044739146
101,2012,1.069905374506694,.4956085821377893,.9562321256173477,.9003622786087702,-.1420426322976945
101,2013,1.045438484437669,.4849591709977382,.9237541105958272,.8450112357950741,-.1314970947997421
101,2014,1.07834120523851,.4731901367221679,1.267337062401495,.8426986616176796,.0760118822264782
101,2015,1.131967857014241,.3704809926859652,.7724583211075582,.7706667449813398,-.1048706281961425
110,1970,-1.323613620704405,-.4067985096751925,-.6222963360999785,-.0430327949348107,-.0776064924389276
110,1971,-1.349546104210068,-.3955250835761274,-.5681129075122573,-.0925600297485236,-.0353220005014807
110,1972,-1.327671420538798,-.4789489083668642,-.5658350836024116,-.070334277919521,.0173413458609221
110,1973,-1.207567621775259,-.4929541745745679,-.7168639776143616,.0334824169801463,-.0982907566967729
110,1974,-1.357385826534138,-.4402992217153175,-.6209504748715905,-.0904976627216407,-.0346054259993371
110,1975,-1.250313988834661,-.4779013332308175,-.6381041785797901,.0259637242809769,-.0617335568781123
110,1976,-1.277197548258381,-.474218262783128,-.7040861494378232,-.0149907659166661,-.0865110490927473
110,1977,-1.227853912285011,-.5025005473910359,-.6948543329766569,.0397943526971817,-.081763652197101
110,1978,-1.190691833055905,-.4524422892630145,-.7982170107324427,.0959293970676538,-.1986406264293647
110,1979,-1.298354514212849,-.4752485730938366,-.7571528109710917,-.1445806356577311,-.0649621178087588
110,1980,-1.282434260544387,-.4878648820312371,-.7097107757852685,-.0253316051146149,-.0759502957262912
110,1981,-1.249104290771068,-.4853496268620426,-.7652650611107575,-.0221331103096915,-.1102346154720309
110,1982,-1.283449633643971,-.4970299612244747,-.7555226443503358,-.2077690763876467,-.02286062167004
110,1983,-1.359218332336053,-.5473315815143323,-.5482321044711186,-.2894310712872665,.1632765635366157
110,1984,-1.260743427296692,-.5590096373845135,-.6827136629771154,-.202199450104929,.0616440280299418
110,1985,-1.257810464561882,-.5681048366762536,-.7545677785224768,-.1902240051802171,.0221474144595028
110,1986,-1.371817191921084,-.5528967510416314,-.5882735655984569,-.3945626009713291,.18597428409627
110,1987,-1.269391293412821,-.6040152362415975,-.7119533336165429,-.2358398107749902,.0903308461285675
110,1988,-1.211966808630576,-.6354656834525831,-.7573671295265664,-.1788627254599907,.0652439969606767
110,1989,-1.346619360360791,-.6664902411838334,-.5679053420137345,-.2945952953571973,.239663952556266
110,1990,-1.410096357411536,-.7511395992756167,-.3891060154290629,-.3183053736400231,.4111501658700793
